target_location,target_name,BOOK,TOTAL_TONS,INCENDIARY_PERCENT,TARGET_SCORE,TONNAGE_SCORE,INCENDIARY_SCORE,AREA_BOMBING_SCORE,AREA_BOMBING_SCORE_NORMALIZED,CATEGORY,raid_id,AIR FORCE,DAY,MONTH,YEAR,TIME OF ATTACK,AVG_ALTITUDE,TOTAL_AIRCRAFT,Year
MODENA,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,63.0,0.0,0,7.734339753600556,0.0,2.3,2.4,TRANSPORTATION,17757,15.0,22.0,6.0,4.0,1149.0,232.0,26.0,1944
MODENA,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,50.0,0.0,0,7.340968245705362,0.0,2.2,2.3,TRANSPORTATION,17758,15.0,23.0,6.0,4.0,1158.0,220.0,25.0,1944
MODENA,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,50.0,0.0,0,7.340968245705362,0.0,2.2,2.3,TRANSPORTATION,17759,15.0,24.0,6.0,4.0,1200.0,210.0,35.0,1944
MODRATH,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,91.0,0.0,0,8.389380530973451,0.0,2.5,2.6,TRANSPORTATION,17760,8.0,3.0,1.0,5.0,800.0,246.75,36.0,1945
MOERDIJK,BRIDGE,BOOK_11_TRANSPORTATION__PART_1,20.0,0.0,0,5.975360055526635,0.0,1.8,1.9,TRANSPORTATION,17766,8.0,25.0,8.0,4.0,1900.0,160.0,10.0,1944
MOL,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,57.0,0.0,1,7.55457227138643,0.0,6.3,6.5,INDUSTRIAL,17772,8.0,5.0,7.0,4.0,,,19.0,1944
MOL,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,58.0,0.0,1,7.584938400138816,0.0,6.3,6.5,INDUSTRIAL,17773,8.0,6.0,7.0,4.0,,,20.0,1944
MOLBIS,BENZOL PLANT,BOOK_2_OILREFINERIES,359.92,2.5283396310291173,0,9.627624501127883,2.1269610185786703,3.5,3.6,OILREFINERIES,17774,8.0,17.0,3.0,5.0,1230.0,263.0833333333333,248.0,1945
MOLBIS RHINE BANK,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,26.0,0.0,1,6.280583029672045,0.0,5.9,6.1,INDUSTRIAL,17775,8.0,12.0,9.0,4.0,1129.0,252.0,11.0,1944
MONCHY,BRETON AIRDROME,BOOK_10_AIRFIELDS__PART_1,183.875,0.0,0,9.192434495922262,0.0,2.8,2.9,AIRFIELDS,17779,8.0,17,6.0,4.0,1201.0,222.375,158.0,1944
MONFALCONE,SEAPLANE BASE,BOOK_17_NAVAL,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,NAVAL,17781,15.0,19.0,7.0,4.0,,,1.0,1944
MONHEIM,RHENANIA OIL REF,BOOK_2_OILREFINERIES,47.0,0.0,0,7.262016310949159,0.0,2.2,2.3,OILREFINERIES,17802,8.0,15,10.0,1.0,957.0,232.0,18.0,1941
MONHEIM,RHENANIA OIL REF,BOOK_2_OILREFINERIES,291.0,0.0,0,9.51795939614784,0.0,2.9,3.0,OILREFINERIES,17803,8.0,15,10.0,4.0,956.0,232.0,190.0,1944
MONT,CAUVAIRE BALL,BOOK_8_WEAPON,29.375,0.0,0,6.471282318237029,0.0,1.9,2.0,WEAPON,17811,8.0,6.0,8.0,4.0,1230.0,229.5,13.0,1944
MONT,CAUVAIRE BALL,BOOK_8_WEAPON,28.0,0.0,0,6.395800798195385,0.0,1.9,2.0,WEAPON,17812,8.0,8.0,8.0,4.0,1310.0,231.0,13.0,1944
MONT GOURNOY,NO BALL,BOOK_8_WEAPON,61.125,0.0,0,7.692174214818671,0.0,2.3,2.4,WEAPON,17813,8.0,2.0,8.0,4.0,1919.0,242.0,10.0,1944
MONT GOURNOY,NO BALL,BOOK_8_WEAPON,11.0,0.0,0,5.44039562727746,0.0,1.6,1.6,WEAPON,17814,8.0,8.0,8.0,4.0,1302.0,232.0,5.0,1944
MONTAUBAUM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,52.0,0.0,0,7.411070622939441,0.0,2.2,2.3,TRANSPORTATION,17815,8.0,11.0,6.0,4.0,820.0,90.0,13.0,1944
MONTAUBAUM,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,12.0,0.0,0,5.527676557348603,0.0,1.7,1.8,TRANSPORTATION,17816,8.0,12.0,6.0,4.0,820.0,75.0,21.0,1944
MONTEREAU,MONTFORT BRIDGE,BOOK_11_TRANSPORTATION__PART_2,16.8,0.0,0,5.8061773381919135,0.0,1.7,1.8,TRANSPORTATION,17820,8.0,11.0,6.0,4.0,747.0,204.75,20.0,1944
MONTEREAU,MONTFORT BRIDGE,BOOK_11_TRANSPORTATION__PART_2,10.0,0.0,0,5.347388512927295,0.0,1.6,1.6,TRANSPORTATION,17821,8.0,12.0,6.0,4.0,800.0,202.0,14.0,1944
MONTEREAU,MONTFORT BRIDGE,BOOK_11_TRANSPORTATION__PART_2,24.0,0.0,0,6.1726531320492795,0.0,1.9,2.0,TRANSPORTATION,17822,8.0,13.0,6.0,4.0,925.0,200.0,21.0,1944
MONTEREAU,MONTFORT BRIDGE,BOOK_11_TRANSPORTATION__PART_2,28.0,0.0,0,6.395800798195385,0.0,1.9,2.0,TRANSPORTATION,17823,8.0,14.0,6.0,4.0,2030.0,201.0,12.0,1944
MONTEREAU,MONTFORT BRIDGE,BOOK_11_TRANSPORTATION__PART_2,38.0,0.0,0,6.986812424084679,0.0,2.1,2.2,TRANSPORTATION,17824,8.0,15.0,6.0,4.0,2030.0,199.5,51.0,1944
MONTEREAU,R R BRIDGE,BOOK_11_TRANSPORTATION__PART_2,96.0,0.0,0,8.456706576435884,0.0,2.5,2.6,TRANSPORTATION,17825,8.0,1.0,8.0,4.0,1538.0,203.0,24.0,1944
MONTEREAU,R R BRIDGE,BOOK_11_TRANSPORTATION__PART_2,112.0,0.0,0,8.72896061079299,0.0,2.6,2.7,TRANSPORTATION,17826,8.0,3.0,8.0,4.0,1636.0,180.0,38.0,1944
MONTIGNIES SUR SAMBRE,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,199.0,0.0,0,9.257157730348776,0.0,2.8,2.9,TRANSPORTATION,17828,8.0,25.0,5.0,4.0,906.0,176.66666666666666,66.0,1944
MONTLUCON,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,12.0,0.0,0,5.527676557348603,0.0,1.7,1.8,TRANSPORTATION,17829,8.0,15.0,9.0,3.0,2351.0,251.0,5.0,1943
MONTPELLIER,AIRDROME,BOOK_10_AIRFIELDS__PART_1,81.0,0.0,0,8.209439528023598,0.0,2.5,2.6,AIRFIELDS,17830,15.0,27.0,5.0,4.0,1019.0,190.0,41.0,1944
MONTPELLIER,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,312.0,0.0,0,9.558910289779629,0.0,2.9,3.0,TRANSPORTATION,17831,15.0,5.0,7.0,4.0,1330.0,220.0,103.0,1944
MONTREUIL,ST LO AREA TACTICAL TGTS,BOOK_15_TACTICAL,106.76,0.0,0,8.654520215165713,0.0,2.6,2.7,TACTICAL,17832,9.0,25.0,7.0,1.0,2020.0,233.0,86.0,1941
MONTREUIL,ST LO AREA TACTICAL TGTS,BOOK_15_TACTICAL,368.5,0.0,0,9.637688703800103,0.0,2.9,3.0,TACTICAL,17833,8.0,25.0,7.0,4.0,1000.0,120.66666666666669,225.0,1944
MOORSEELE,AIRDROME,BOOK_10_AIRFIELDS__PART_1,28.0,0.0,0,6.395800798195385,0.0,1.9,2.0,AIRFIELDS,17837,8.0,6.0,7.0,4.0,,,13.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,214.0,0.0,0,9.319104633003644,0.0,2.8,2.9,OILREFINERIES,17838,8.0,26.0,6.0,4.0,938.0,199.5,144.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,414.6,0.0,0,9.69390942217595,0.0,2.9,3.0,OILREFINERIES,17839,8.0,28.0,8.0,4.0,1052.0,266.8333333333333,155.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,15.0,0.0,0,5.71889640812077,0.0,1.7,1.8,OILREFINERIES,17840,8.0,2.0,11.0,4.0,2000.0,261.6666666666667,6.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,8.0,0.0,0,5.11677945514489,0.0,1.5,1.5,OILREFINERIES,17841,8.0,4.0,11.0,4.0,1047.0,245.0,2.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,614.25,19.86161986161986,0,9.845219503730696,4.1358934320145355,4.2,4.3,OILREFINERIES,17842,8.0,6.0,11.0,4.0,1054.0,231.15384615384616,314.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,16.0,0.0,0,5.778240499739718,0.0,1.7,1.8,OILREFINERIES,17843,8.0,1.0,12.0,4.0,1224.0,275.5,44.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,213.0,0.0,0,9.315287176817629,0.0,2.8,2.9,OILREFINERIES,17844,8.0,11.0,12.0,4.0,1206.0,247.625,191.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,168.0,0.0,0,9.116258892937706,0.0,2.7,2.8,OILREFINERIES,17845,8.0,12.0,12.0,4.0,1206.0,251.0,142.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,33.0,0.0,0,6.722019781363873,0.0,2.0,2.1,OILREFINERIES,17846,8.0,4.0,12.0,4.0,1227.0,262.0,16.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,23.3,0.0,0,6.143675169182718,0.0,1.8,1.9,OILREFINERIES,17847,8.0,8.0,12.0,4.0,445.0,254.4,8.0,1944
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,123.55,0.0404694455685957,0,8.826305743536352,0.0340448459184489,2.7,2.8,OILREFINERIES,17848,8.0,1.0,1.0,5.0,1312.0,241.28571428571428,120.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,15.0,0.0,0,5.71889640812077,0.0,1.7,1.8,OILREFINERIES,17849,8.0,13.0,1.0,5.0,1301.0,245.0,39.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,83.0,0.0,0,8.252472670484124,0.0,2.5,2.6,OILREFINERIES,17850,8.0,14.0,1.0,5.0,1411.0,260.0,39.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,5.0,0.0,0,4.5779975707097,0.0,1.4,1.4,OILREFINERIES,17851,8.0,15.0,1.0,5.0,1420.0,250.0,20.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,39.0,0.0,0,7.033663022731217,0.0,2.1,2.2,OILREFINERIES,17852,8.0,16.0,1.0,5.0,1330.0,255.0,28.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,80.0,0.0,0,8.184799583550234,0.0,2.5,2.6,OILREFINERIES,17853,8.0,17.0,1.0,5.0,1307.0,274.0,36.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,80.0,0.0,0,8.184799583550234,0.0,2.5,2.6,OILREFINERIES,17854,8.0,18.0,1.0,5.0,1400.0,260.0,38.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,94.0,0.0,0,8.430504945340969,0.0,2.5,2.6,OILREFINERIES,17855,8.0,19.0,1.0,5.0,1310.0,253.0,39.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,28.0,0.0,0,6.395800798195385,0.0,1.9,2.0,OILREFINERIES,17856,8.0,20.0,1.0,5.0,1415.0,242.0,15.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,53.0,0.0,0,7.442304355370467,0.0,2.2,2.3,OILREFINERIES,17857,8.0,21.0,1.0,5.0,1432.0,241.0,35.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,17.0,0.0,0,5.821447162935971,0.0,1.7,1.8,OILREFINERIES,17858,8.0,22.0,1.0,5.0,1310.0,244.0,17.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,15.5,0.0,0,5.755162241887906,0.0,1.7,1.8,OILREFINERIES,17859,8.0,23.0,1.0,5.0,1416.0,240.0,17.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,482.0,0.0,0,9.7607149054312,0.0,2.9,3.0,OILREFINERIES,17860,8.0,31.0,1.0,5.0,1321.0,248.7391304347826,442.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,162.0,0.0,0,9.080340100642028,0.0,2.7,2.8,OILREFINERIES,17861,8.0,1.0,2.0,5.0,1222.0,245.25,88.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,187.0,0.0,0,9.206663196251952,0.0,2.8,2.9,OILREFINERIES,17862,8.0,14.0,2.0,5.0,1254.0,240.375,106.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,349.5,0.0,0,9.616172132569842,0.0,2.9,3.0,OILREFINERIES,17863,8.0,7.0,2.0,5.0,1230.0,237.41666666666663,205.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,296.0,0.0,0,9.526808953669963,0.0,2.9,3.0,OILREFINERIES,17864,8.0,9.0,2.0,5.0,1200.0,241.57692307692307,176.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,933.2,0.0,0,9.934756203366302,0.0,3.0,3.1,OILREFINERIES,17865,15.0,1.0,3.0,5.0,1052.0,246.8108108108108,720.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,148.0,0.0,0,8.995661981606801,0.0,2.7,2.8,OILREFINERIES,17866,15.0,15.0,3.0,5.0,1231.0,244.0,77.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,27.25,0.0,0,6.359534964428249,0.0,1.9,2.0,OILREFINERIES,17867,8.0,14.0,,5.0,1500.0,249.0,111.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,26.25,0.0,0,6.300711435016485,0.0,1.9,2.0,OILREFINERIES,17868,8.0,5.0,,5.0,1430.0,249.0,88.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,94.8,66.45569620253164,0,8.43623112961999,7.399807057431772,4.8,4.9,OILREFINERIES,17869,8.0,5.0,,5.0,1430.0,249.0,89.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,26.75,0.0,0,6.307478743709874,0.0,1.9,2.0,OILREFINERIES,17870,8.0,5.0,,5.0,1430.0,249.0,92.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,27.0,0.0,0,6.333159812597605,0.0,1.9,2.0,OILREFINERIES,17871,8.0,5.0,,5.0,1430.0,249.0,95.0,1945
MOOSBIERBAUM,OIL REFINERY,BOOK_2_OILREFINERIES,26.0,0.0,0,6.280583029672045,0.0,1.9,2.0,OILREFINERIES,17872,8.0,5.0,,5.0,1459.0,249.0,15.0,1945
MOR,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_1,12.76,100.0,0,5.584938400138817,10.0,4.7,4.8,TRANSPORTATION,17873,15.0,13.0,10.0,4.0,1125.0,212.0,6.0,1944
MORAVA,RR BRIDGE,BOOK_11_TRANSPORTATION__PART_1,78.25,0.0,0,8.150615998611833,0.0,2.4,2.5,TRANSPORTATION,17874,15.0,1.0,9.0,4.0,1010.0,208.0,28.0,1944
MORAVSKA OSTRAVA,PREVOL OIL REFINERY,BOOK_2_OILREFINERIES,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,OILREFINERIES,17875,8.0,12.0,12.0,4.0,,,1.0,1944
MORAVSKA OSTRAVA,PREVOL OIL REFINERY,BOOK_2_OILREFINERIES,1.0,0.0,0,1.2540343571056742,0.0,0.4,0.4,OILREFINERIES,17876,8.0,13.0,12.0,4.0,,,1.0,1944
MORAVSKA OSTRAVA,PREVOL OIL REFINERY,BOOK_2_OILREFINERIES,1.0,0.0,0,1.2540343571056742,0.0,0.4,0.4,OILREFINERIES,17877,8.0,14.0,12.0,4.0,,,1.0,1944
MORAVSKA OSTRAVA,PREVOL OIL REFINERY,BOOK_2_OILREFINERIES,0.9,0.0,0,0.8322054485511019,0.0,0.2,0.2,OILREFINERIES,17878,8.0,15.0,12.0,4.0,,,1.0,1944
MORAVSKA OSTRAVA,SLEX MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_1,52.0,0.0,0,7.411070622939441,0.0,2.2,2.3,TRANSPORTATION,17879,15.0,29.0,8.0,4.0,1055.0,285.0,26.0,1944
MORAVSKA OSTRAVA,SLEX MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_1,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,17880,15.0,1.0,11.0,4.0,1200.0,285.0,1.0,1944
MORAVSKA OSTRAVA,SLEX MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_1,0.6,0.0,0,0.5375672392850945,0.0,0.2,0.2,TRANSPORTATION,17881,15.0,2.0,11.0,4.0,930.0,285.0,26.0,1944
MORAVSKA OSTRAVA,SLEX MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_1,4.0,0.0,0,4.268783619642547,0.0,1.3,1.3,TRANSPORTATION,17882,15.0,12.0,12.0,4.0,,,2.0,1944
MORAVSKA OSTRAVA,TANK WORKS,BOOK_1_MILITARYINDUSTRY,497.0,0.0,0,9.77234079472497,0.0,2.9,3.0,MILITARYINDUSTRY,17883,15.0,29.0,8.0,4.0,1121.0,199.75,112.0,1944
MORHANGE,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_5,6.0,0.0,1,4.813291688356759,0.0,5.4,5.6,INDUSTRIAL,17884,8.0,13.0,7.0,4.0,,,2.0,1944
MOROVIC,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,18.0,0.0,1,5.8754121117473534,0.0,5.8,6.0,INDUSTRIAL,17885,15.0,17.0,3.0,4.0,1315.0,224.0,34.0,1944
MOROVIC,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,18.0,0.0,1,5.8754121117473534,0.0,5.8,6.0,INDUSTRIAL,17886,15.0,18.0,3.0,4.0,600.0,224.0,34.0,1944
MOROVIC,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,1.8,0.0,1,2.289259066458442,0.0,4.7,4.8,INDUSTRIAL,17887,15.0,,7.0,4.0,,,1.0,1944
MOSTAR,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,40.0,0.0,1,7.079125455491932,0.0,6.1,6.3,INDUSTRIAL,17906,15.0,14.0,1.0,4.0,1050.0,226.0,32.0,1944
MOSTAR,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,99.0,0.0,1,8.49800451153913,0.0,6.5,6.7,INDUSTRIAL,17907,15.0,15.0,1.0,4.0,1040.0,200.0,33.0,1944
MOSTAR,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,278.0,0.0,1,9.492798889467291,0.0,6.8,7.0,INDUSTRIAL,17908,15.0,16.0,1.0,4.0,1200.0,211.0,99.0,1944
MOYENNEVILLE,MILITARY INSTALLATIONS,BOOK_8_WEAPON,75.0,0.0,0,8.059864653826132,0.0,2.4,2.5,WEAPON,17909,8.0,14.0,1.0,4.0,1522.0,118.0,25.0,1944
MOYENNEVILLE,MILITARY INSTALLATIONS,BOOK_8_WEAPON,61.0,0.0,0,7.683671698768003,0.0,2.3,2.4,WEAPON,17910,8.0,26.0,3.0,4.0,1459.0,190.0,25.0,1944
MUDEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,17912,8.0,29.0,1.0,5.0,,,1.0,1945
MUHLDORF,MUHLDORF NANET MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_3,272.0,0.0,0,9.485337497830992,0.0,2.8,2.9,TRANSPORTATION,17913,15.0,19.0,3.0,3.0,1237.0,178.4,96.0,1943
MUHLDORF,MUHLDORF NANET MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_3,40.0,0.0,0,7.079125455491932,0.0,2.1,2.2,TRANSPORTATION,17914,15.0,20.0,3.0,3.0,1145.0,201.0,40.0,1943
MUHLDORF,MUHLDORF NANET MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_3,77.55,0.0644745325596389,0,8.123199722366824,0.0542390807636927,2.5,2.6,TRANSPORTATION,17915,15.0,20.0,4.0,4.0,1146.0,204.5,80.0,1944
MUHLDORF,MUHLDORF NANET MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_3,570.25,0.0,0,9.822661808086066,0.0,2.9,3.0,TRANSPORTATION,17916,15.0,19.0,3.0,5.0,740.0,155.92307692307693,315.0,1945
MUHLDORF,MUHLDORF NANET MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_3,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,17917,15.0,2.0,3.0,5.0,1320.0,214.0,1.0,1945
MULHAUSEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,5.012,0.2394253790901836,1,4.656602463994448,0.2014161554616617,5.5,5.7,INDUSTRIAL,17918,8.0,13.0,9.0,4.0,,,2.0,1944
MULHAUSEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,10.0,0.0,1,5.347388512927295,0.0,5.6,5.8,INDUSTRIAL,17919,8.0,14.0,9.0,4.0,,,2.0,1944
MULHAUSEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,20.0,0.0,1,5.975360055526635,0.0,5.8,6.0,INDUSTRIAL,17920,8.0,15.0,9.0,4.0,,,2.0,1944
MULHEIM,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,17936,8.0,22.0,2.0,5.0,,,1.0,1945
MULHOUSE,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,266.0,0.0,0,9.47128231823703,0.0,2.8,2.9,TRANSPORTATION,17939,8.0,11.0,5.0,4.0,1430.0,158.6,113.0,1944
MULHOUSE,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,347.0,0.0,0,9.614089883741109,0.0,2.9,3.0,TRANSPORTATION,17940,8.0,25.0,5.0,4.0,910.0,208.66666666666663,134.0,1944
MULHOUSE,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,183.0,0.0,0,9.189658164150616,0.0,2.8,2.9,TRANSPORTATION,17941,8.0,11.0,8.0,4.0,1130.0,181.83333333333337,75.0,1944
MULHOUSE,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,18.0,0.0,0,5.8754121117473534,0.0,1.8,1.9,TRANSPORTATION,17942,8.0,2.0,8.0,4.0,1611.0,194.0,6.0,1944
MULHOUSE,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,144.0,0.0,0,8.970154433454798,0.0,2.7,2.8,TRANSPORTATION,17943,8.0,3.0,8.0,4.0,1530.0,202.5,48.0,1944
MUNCHENDORF,AIRDROME,BOOK_10_AIRFIELDS__PART_2,244.0,0.0,0,9.413152871768176,0.0,2.8,2.9,AIRFIELDS,17954,15.0,24.0,5.0,4.0,945.0,205.0,111.0,1944
MUNCHENDORF,AIRDROME,BOOK_10_AIRFIELDS__PART_2,61.0,0.0,0,7.683671698768003,0.0,2.3,2.4,AIRFIELDS,17955,15.0,1.0,7.0,4.0,1022.0,203.0,27.0,1944
MUNCHENDORF,AIRDROME,BOOK_10_AIRFIELDS__PART_2,54.0,0.0,0,7.474058650008676,0.0,2.2,2.3,AIRFIELDS,17956,15.0,26.0,7.0,4.0,1045.0,206.0,26.0,1944
MUNCHENDORF,AIRDROME,BOOK_10_AIRFIELDS__PART_2,61.0,0.0,0,7.683671698768003,0.0,2.3,2.4,AIRFIELDS,17957,15.0,27.0,7.0,4.0,1048.0,210.0,26.0,1944
MUNCHENDORF,AIRDROME,BOOK_10_AIRFIELDS__PART_2,36.0,0.0,0,6.885476314419573,0.0,2.1,2.2,AIRFIELDS,17958,15.0,28.0,7.0,4.0,1048.0,196.0,15.0,1944
MUND,Unna Marshalling Yard,BOOK_11_TRANSPORTATION__PART_3,746.5,20.830542531815137,0,9.894499392677425,4.20343315542073,4.2,4.3,TRANSPORTATION,17959,9.0,10.0,3.0,3.0,1233.0,240.5,315.0,1943
MUND,Unna Marshalling Yard,BOOK_11_TRANSPORTATION__PART_3,26.0,19.230769230769234,0,6.280583029672045,4.091919358098308,3.1,3.2,TRANSPORTATION,17960,8.0,12.0,3.0,3.0,1400.0,235.0,538.0,1943
MUND,Unna Marshalling Yard,BOOK_11_TRANSPORTATION__PART_3,24.0,50.0,0,6.1726531320492795,6.374458882917678,3.8,3.9,TRANSPORTATION,17961,8.0,13.0,3.0,3.0,1430.0,230.0,10.0,1943
MUND,Unna Marshalling Yard,BOOK_11_TRANSPORTATION__PART_3,0.8,0.0,0,0.7506507027589797,0.0,0.2,0.2,TRANSPORTATION,17962,8.0,15.0,3.0,3.0,1600.0,227.0,606.0,1943
MUND,Unna Marshalling Yard,BOOK_11_TRANSPORTATION__PART_3,132.5,19.245283018867926,0,8.893631788998785,4.092931056207885,3.9,4.0,TRANSPORTATION,17963,8.0,10.0,3.0,5.0,1235.0,244.0,16.0,1945
MUNICH,AIRDROME,BOOK_10_AIRFIELDS__PART_2,21.0,80.95238095238095,0,6.031580773902482,8.091354950850747,4.2,4.3,AIRFIELDS,17964,15.0,10.0,6.0,4.0,915.0,210.0,18.0,1944
MUNICH,AIRDROME,BOOK_10_AIRFIELDS__PART_2,4.0,0.0,0,4.268783619642547,0.0,1.3,1.3,AIRFIELDS,17965,15.0,9.0,6.0,4.0,1013.0,225.0,18.0,1944
MUNICH,AIRDROME,BOOK_10_AIRFIELDS__PART_2,17.0,100.0,0,5.821447162935971,10.0,4.7,4.8,AIRFIELDS,17966,15.0,11.0,7.0,4.0,915.0,200.0,1.0,1944
MUNICH,AIRDROME,BOOK_10_AIRFIELDS__PART_2,383.25,0.0652315720808871,0,9.654346694429984,0.0548759388548515,2.9,3.0,AIRFIELDS,17967,15.0,18.0,8.0,4.0,915.0,190.0,25.0,1944
MUNICH,AIRDROME,BOOK_10_AIRFIELDS__PART_2,66.0,0.0,0,7.809994794377928,0.0,2.3,2.4,AIRFIELDS,17968,15.0,20.0,9.0,4.0,1209.0,220.0,25.0,1944
MUNICH,AIRDROME,BOOK_10_AIRFIELDS__PART_2,0.3,100.0,0,0.2274856845393024,10.0,3.1,3.2,AIRFIELDS,17969,15.0,23.0,9.0,4.0,1400.0,200.0,25.0,1944
MUNICH,BAYER MOTOR PLANT,BOOK_7_AIRCRAFTPRODUCTION,12.0,100.0,0,5.527676557348603,10.0,4.7,4.8,AIRCRAFTPRODUCTION,17970,8.0,2.0,6.0,4.0,1020.0,221.0,36.0,1944
